beat_id,section,start,end,production_route,execution_mode,frame_family,style_reference_name,style_reference_media_id,factual_source_origin,job_input_after_preprocessing,prepared_input_required,raw_docs_do_not_attach,exact_text,support_text,composition,legal_guardrail,production_prompt,status
B069,S09,581.040,593.080,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B069_DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B069_DC010_SUMMARY_JUDGMENT_ORDER.png,,SURVIVING CLAIM ≠ LIABILITY,,single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone,Surviving civil claim / jury question is not final liability.,"BEAT B069 — 16:9 WHAT IT COST
PURPOSE: SURVIVING CLAIM ≠ LIABILITY
NARRATION: ""At this stage, the key distinction is simple: allowing a claim to continue does not mean a defendant has been found liable. It means the issue can still be decided by a jury.""
TEXT: ""SURVIVING CLAIM ≠ LIABILITY""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B069_DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Surviving civil claim / jury question is not final liability.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B070,S09,593.800,603.440,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B070_DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B070_DC010_SUMMARY_JUDGMENT_ORDER.png,,PFC WON SUMMARY JUDGMENT,,two-source asymmetrical collage: dominant authentic source upper-right and smaller context crop upper-left; headline mid-left; black negative space below; one subtle binder-clip or file-tab element,Surviving civil claim / jury question is not final liability.,"BEAT B070 — 16:9 WHAT IT COST
PURPOSE: PFC WON SUMMARY JUDGMENT
NARRATION: ""And the court treated different defendants differently. A security contractor named P-F-C won summary judgment on the claims against it.""
TEXT: ""PFC WON SUMMARY JUDGMENT""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B070_DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: two-source asymmetrical collage: dominant authentic source upper-right and smaller context crop upper-left; headline mid-left; black negative space below; one subtle binder-clip or file-tab element
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Surviving civil claim / jury question is not final liability.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B071,S09,604.100,608.760,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T02,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B071_DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B071_DC010_SUMMARY_JUDGMENT_ORDER.png,,CLAIMS AGAINST EBAY / EXECUTIVES SURVIVED,,"split dossier: real person/company context on left, authentic court/source crop on right; headline across upper-left; one paperclip/tab motif; no card-grid UI",Surviving civil claim / jury question is not final liability.,"BEAT B071 — 16:9 WHAT IT COST
PURPOSE: CLAIMS AGAINST EBAY / EXECUTIVES SURVIVED
NARRATION: ""But significant claims involving eBay and former executives survived.""
TEXT: ""CLAIMS AGAINST EBAY / EXECUTIVES SURVIVED""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B071_DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: split dossier: real person/company context on left, authentic court/source crop on right; headline across upper-left; one paperclip/tab motif; no card-grid UI
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Surviving civil claim / jury question is not final liability.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B072,S09,609.660,619.440,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T02,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B072_DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B072_DC008_WENIG_NO_DIRECT_BAUGH.png,,NO DIRECT BAUGH COMMUNICATION,,stacked headline on left 30%; large real photo or source portrait in a paper frame center; narrow clipped status note on right; red tape strip above; subtle file-folder edge,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,"BEAT B072 — 16:9 WHAT IT COST
PURPOSE: NO DIRECT BAUGH COMMUNICATION
NARRATION: ""For Devin Wenig, the record included an important limitation: Baugh testified that Wenig had not communicated with him directly about the Steiners.""
TEXT: ""NO DIRECT BAUGH COMMUNICATION""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B072_DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: stacked headline on left 30%; large real photo or source portrait in a paper frame center; narrow clipped status note on right; red tape strip above; subtle file-folder edge
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B073,S09,620.240,633.060,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B073_DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B073_DC008_WENIG_NO_DIRECT_BAUGH.png,,JURY QUESTION — NOT FINAL LIABILITY,,single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,"BEAT B073 — 16:9 WHAT IT COST
PURPOSE: JURY QUESTION — NOT FINAL LIABILITY
NARRATION: ""At the same time, the judge held that, viewing the evidence in the Steiners' favor as required at that stage, a jury could potentially find Wenig's encouragement was a substantial factor in what followed.""
TEXT: ""JURY QUESTION — NOT FINAL LIABILITY""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B073_DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B074,S09,634.080,650.940,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B074_DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B074_DC008_WENIG_NO_DIRECT_BAUGH.png,,WENIG DISPUTED THAT INTERPRETATION,,"source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text",Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,"BEAT B074 — 16:9 WHAT IT COST
PURPOSE: WENIG DISPUTED THAT INTERPRETATION
NARRATION: ""Wenig disputed that interpretation. His lawyers said he had no knowledge of or involvement in the harassment campaign, did not approve or authorize it, and argued that his messages concerned a public-relations response to the Steiners' reporting.""
TEXT: ""WENIG DISPUTED THAT INTERPRETATION""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B074_DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B075,S09,652.280,663.820,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC009_WYMER_REASONABLE_JUROR.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B075_DC009_WYMER_REASONABLE_JUROR.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B075_DC009_WYMER_REASONABLE_JUROR.png,,A REASONABLE JURY COULD FIND…,,wide horizontal authentic excerpt across upper half; condensed headline above-left; one clipped corner/tab; black textured negative space below for captions,Surviving civil claim / jury question is not final liability.,"BEAT B075 — 16:9 WHAT IT COST
PURPOSE: A REASONABLE JURY COULD FIND…
NARRATION: ""For Steve Wymer, the court pointed to a more extensive communication record and held that a reasonable jury could find he had induced, encouraged or authorized tortious conduct.""
TEXT: ""A REASONABLE JURY COULD FIND…""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B075_DC009_WYMER_REASONABLE_JUROR.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: wide horizontal authentic excerpt across upper half; condensed headline above-left; one clipped corner/tab; black textured negative space below for captions
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Surviving civil claim / jury question is not final liability.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B076,S09,664.560,667.640,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC009_WYMER_REASONABLE_JUROR.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B076_DC009_WYMER_REASONABLE_JUROR.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B076_DC009_WYMER_REASONABLE_JUROR.png,,NOT A FINAL FINDING,,"tight authentic quote/document crop as the hero on the right; large headline on left; one exact highlighted line only; paper edge, clip, and small factual source label; no full-page text wall",Surviving civil claim / jury question is not final liability.,"BEAT B076 — 16:9 WHAT IT COST
PURPOSE: NOT A FINAL FINDING
NARRATION: ""Again, that was not a final finding of liability.""
TEXT: ""NOT A FINAL FINDING""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B076_DC009_WYMER_REASONABLE_JUROR.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: tight authentic quote/document crop as the hero on the right; large headline on left; one exact highlighted line only; paper edge, clip, and small factual source label; no full-page text wall
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Surviving civil claim / jury question is not final liability.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B077,S09,669.000,674.260,SOURCE_NATIVE_EDITORIAL,EDITOR_ONLY_NO_HIGGSFIELD,T02,,,LIVE_DEVIN_WENIG_COMMONS.jpg,LIVE_DEVIN_WENIG_COMMONS.jpg,NONE,S024_WENDY_JONES_EBAY_BIO_REFERENCE.pdf;S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html,NOT CRIMINALLY CHARGED,,dominant source portrait/photo upper-right; left-side dossier headline and role/status line; one small authentic excerpt card beneath photo but above subtitle-safe band; thin rule divider,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,"BEAT B077 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: NOT CRIMINALLY CHARGED
NARRATION: ""And Wenig, Wymer and Wendy Jones were not criminally charged over the campaign.""
TEXT: ""NOT CRIMINALLY CHARGED""
SOURCES: LIVE_DEVIN_WENIG_COMMONS.jpg.
BUILD: dominant source portrait/photo upper-right; left-side dossier headline and role/status line; one small authentic excerpt card beneath photo but above subtitle-safe band; thin rule divider
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B078,S09,675.700,691.400,SOURCE_NATIVE_EDITORIAL,EDITOR_ONLY_NO_HIGGSFIELD,T02,,,EBAY_HQ_2018_CC_BY_SA.jpg,EBAY_HQ_2018_CC_BY_SA.jpg,NONE,S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,EBAY INTERNAL-INVESTIGATION POSITION,,centered dossier sheet with one real photo and one short source crop; headline on left margin; small role/status tab; restrained red highlight on only one factual phrase,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,"BEAT B078 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: EBAY INTERNAL-INVESTIGATION POSITION
NARRATION: ""eBay's internal-investigation position also cut the other way: according to reporting on a company presentation, its lawyers said they had found no evidence that Wenig or Wymer directed the criminal acts or knew those acts would follow.""
TEXT: ""EBAY INTERNAL-INVESTIGATION POSITION""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg.
BUILD: centered dossier sheet with one real photo and one short source crop; headline on left margin; small role/status tab; restrained red highlight on only one factual phrase
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B079,S09,692.440,702.280,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg,NONE,,RESPONSIBILITY ABOVE THE OPERATION,,full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick,Surviving civil claim / jury question is not final liability.,"BEAT B079 — 16:9 WHAT IT COST
PURPOSE: RESPONSIBILITY ABOVE THE OPERATION
NARRATION: ""So by late twenty twenty-five, the unresolved question was how far responsibility extended above the people who had carried out the security operation.""
TEXT: ""RESPONSIBILITY ABOVE THE OPERATION""
ATTACH: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Surviving civil claim / jury question is not final liability.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_NEUTRAL_STYLE_REF
B080,S09,703.640,709.000,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg,NONE,,A JURY WAS GETTING CLOSE,,"tight authentic quote/document crop as the hero on the right; large headline on left; one exact highlighted line only; paper edge, clip, and small factual source label; no full-page text wall",Surviving civil claim / jury question is not final liability.,"BEAT B080 — 16:9 WHAT IT COST
PURPOSE: A JURY WAS GETTING CLOSE
NARRATION: ""A jury was getting close to answering that. Then the case appeared to end.""
TEXT: ""A JURY WAS GETTING CLOSE""
ATTACH: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: tight authentic quote/document crop as the hero on the right; large headline on left; one exact highlighted line only; paper edge, clip, and small factual source label; no full-page text wall
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Surviving civil claim / jury question is not final liability.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_NEUTRAL_STYLE_REF
B081,S10,710.380,718.560,SOURCE_NATIVE_EDITORIAL,EDITOR_ONLY_NO_HIGGSFIELD,T03,,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,,"FEB. 25, 2026 — SETTLEMENT IN PRINCIPLE",,"source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text",February 2026 settlement in principle failed; do not depict it as final settlement.,"BEAT B081 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: FEB. 25, 2026 — SETTLEMENT IN PRINCIPLE
NARRATION: ""On February twenty-fifth, twenty twenty-six, just before trial, the parties reported a settlement in principle. The terms were not disclosed.""
TEXT: ""FEB. 25, 2026 — SETTLEMENT IN PRINCIPLE""
SOURCES: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: February 2026 settlement in principle failed; do not depict it as final settlement.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
